features	levels	decision	cuts	supportLHS	supportRHS	accuracyRHS	coverageLHS	coverageRHS	stabilityLHS	stabilityRHS	cut1	cut2	cut3	cut4	supportRatioLHS	supportRatioRHS	pValue	riskRatio	pValueRiskRatio	confIntRiskRatio	cut5
X00000053012,X00000060253	1,1	NonProt	value<cut,value<cut	6	6	0.92857	0.18571	0.36397	1	1	2.587	1.1833			0.31579	0.31579	1	Inf	1	-Inf:Inf	
LOC709056,X00000053012	1,1	NonProt	value<cut,value<cut	8	7	0.95767	0.2131	0.42627	1	1	-0.41573	2.57308			0.42105	0.36842	1	7.36842105263158	1	0.998:54.391	
X00000037843,LOC701920	3,1	NonProt	value>cut,value<cut	7	6	0.91429	0.18857	0.34951	1	1	2.8499	5.2541			0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
TARM1,SDK2	3,1	NonProt	value>cut,value<cut	6	6	0.92857	0.18571	0.35294	1	1	2.0122	-0.86125			0.31579	0.31579	1	Inf	1	-Inf:Inf	
KIR3DL0,X00000064313	1,1	NonProt	value<cut,value<cut	7	6	0.85714	0.2	0.33987	1	1	2.79083	-2.64647			0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
RBM46,ESR1	1,1	NonProt	value<cut,value<cut	7	6	0.89286	0.2	0.36744	1	1	-2.4917	0.61613			0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
STARD8,ESR1	3,1	NonProt	value>cut,value<cut	7	6	0.88929	0.2	0.37426	1	1	1.4576	0.59924			0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
STARD8,RBM46	3,1	NonProt	value>cut,value<cut	6	6	1	0.17143	0.34314	1	1	1.4296	-2.53965			0.31579	0.31579	1	Inf	1	-Inf:Inf	
TNNT2,LOC701920	3,1	NonProt	value>cut,value<cut	6	6	1	0.17143	0.34951	1	1	-0.5307	5.2517			0.31579	0.31579	1	Inf	1	-Inf:Inf	
KIR3DL0,ESR1	1,1	NonProt	value<cut,value<cut	6	6	1	0.17857	0.36336	1	1	2.83575	0.5847			0.31579	0.31579	1	Inf	1	-Inf:Inf	
TNNT2,X00000053012	3,1	NonProt	value>cut,value<cut	6	6	1	0.18155	0.37352	1	1	-0.63621	2.56688			0.31579	0.31579	1	Inf	1	-Inf:Inf	
LILRB1,HEY1	3,3	NonProt	value>cut,value>cut	6	6	1	0.17143	0.34804	1	1	7.763	-0.82943			0.31579	0.31579	1	Inf	1	-Inf:Inf	
TNNT2,HCN2	3,3	NonProt	value>cut,value>cut	6	6	0.96429	0.18145	0.35805	1	1	-0.63621	-2.15223			0.31579	0.31579	1	Inf	1	-Inf:Inf	
X00000064715,LOC702786	2,2	NonProt	cut<value<cut,cut<value<cut	6	6	1	0.17619	0.3524	1	1	0.03415	1.90888	-4.96468	-1.43777	0.31579	0.31579	1	Inf	1	-Inf:Inf	
LOC701920,ESR1	1,1	NonProt	value<cut,value<cut	6	6	0.97619	0.17619	0.35376	1	1	5.257	0.58963			0.31579	0.31579	1	Inf	1	-Inf:Inf	
TMEM38A,LOC701920	3,1	NonProt	value>cut,value<cut	8	7	0.9375	0.21429	0.40033	1	1	3.23112	5.26325			0.42105	0.36842	1	7.36842105263158	1	0.998:54.391	
STARD8,LOC701920	3,1	NonProt	value>cut,value<cut	7	7	1	0.19048	0.38803	1	1	1.46377	5.2555			0.36842	0.36842	1	Inf	1	-Inf:Inf	
TNNT2,RBM46	3,1	NonProt	value>cut,value<cut	6	6	1	0.17143	0.34314	1	1	-0.4817	-2.53965			0.31579	0.31579	1	Inf	1	-Inf:Inf	
LOC719667,LOC702786	1,1	Prot	value<cut,value<cut	7	6	0.85714	0.2	0.33333	1	1	4.2055	-5.0053			0.35	0.3	1	5.7	1	0.755:43.043	
LOC702786,HCN2	1,1	Prot	value<cut,value<cut	8	7	0.875	0.22857	0.38889	1	1	-5.0053	-2.7443			0.4	0.35	1	6.65	1	0.901:49.088	
X00000064715,KRTAP29.1	3,1	Prot	value>cut,value<cut	7	6	0.85714	0.2	0.33333	1	1	1.789	-5.0055			0.35	0.3	1	5.7	1	0.755:43.043	
X00000037843,USP31	1,1	Prot	value<cut,value<cut	6	6	0.98214	0.175	0.33875	1	1	2.47202	0.1372			0.3	0.3	1	Inf	1	-Inf:Inf	
X00000037843,THRB	1,1	Prot	value<cut,value<cut	7	7	1	0.20564	0.39901	1	1	2.47169	-4.8665			0.35	0.35	1	Inf	1	-Inf:Inf	
X00000037843,X00000064715	1,3	Prot	value<cut,value>cut	6	6	1	0.17024	0.32061	1	1	2.46772	1.95782			0.3	0.3	1	Inf	1	-Inf:Inf	
MYH15,CTH	1,2	Prot	value<cut,cut<value<cut	6	6	0.96875	0.18452	0.34461	1	1	-2.28125	-1.5278	-0.8066		0.3	0.3	1	Inf	1	-Inf:Inf	
X00000037843,LOC709056	1,2	Prot	value<cut,cut<value<cut	6	6	1	0.17024	0.32552	1	1	2.46772	-0.43417	0.6909		0.3	0.3	1	Inf	1	-Inf:Inf	
LOC709056,TARM1	2,1	Prot	cut<value<cut,value<cut	6	6	1	0.16984	0.31637	1	1	-0.43657	0.69363	1.2874		0.3	0.3	1	Inf	1	-Inf:Inf	
X00000037843,STARD8	1,2	Prot	value<cut,cut<value<cut	6	6	1	0.18095	0.34503	1	1	2.4685	0.66507	1.46377		0.3	0.3	1	Inf	1	-Inf:Inf	
LOC719667,LAMC1	1,2	Prot	value<cut,cut<value<cut	6	6	1	0.17143	0.33333	1	1	4.2055	0.8991	1.7449		0.3	0.3	1	Inf	1	-Inf:Inf	
STARD8,X00000059995	3,1	NonProt	value>cut,value<cut	6	6	0.92857	0.18571	0.36397	1	1	1.4621	-0.34585			0.31579	0.31579	1	Inf	1	-Inf:Inf	
STARD8,TARM1	3,3	NonProt	value>cut,value>cut	7	6	0.88571	0.2	0.3652	1	1	1.4521	2.0112			0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
X00000059995,CTH	1,3	NonProt	value<cut,value>cut	7	6	0.89286	0.19286	0.35907	1	1	-0.3738	-0.84318			0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
DLK1,TRIM16	3,1	NonProt	value>cut,value<cut	7	6	0.90476	0.19048	0.35376	1	1	0.0253	-1.68433			0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
LOC719667,X00000060146	3,3	NonProt	value>cut,value>cut	8	6	0.80357	0.21111	0.36397	1	1	4.95975	-2.97375			0.42105	0.31579	1	3.15789473684211	1	0.725:13.762	
ESR1,X00000060253	1,1	NonProt	value<cut,value<cut	7	6	0.93304	0.19167	0.37377	1	1	0.6029	1.1961			0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
TARM1,DLK1	3,3	NonProt	value>cut,value>cut	7	7	1	0.19938	0.41195	1	1	2.00777	-0.01963			0.36842	0.36842	1	Inf	1	-Inf:Inf	
KIR3DL0,A1BG	1,1	NonProt	value<cut,value<cut	7	6	0.93155	0.19418	0.37398	1	1	2.82625	-2.04542			0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
LOC715623,A1BG	2,1	NonProt	cut<value<cut,value<cut	6	6	1	0.17143	0.34314	1	1	-1.71095	-0.5465	-1.9115		0.31579	0.31579	1	Inf	1	-Inf:Inf	
ESR1,MAOA	1,2	NonProt	value<cut,cut<value<cut	6	6	1	0.17143	0.34314	1	1	0.6029	0.22245	0.663		0.31579	0.31579	1	Inf	1	-Inf:Inf	
LOC719667,A1BG	3,1	NonProt	value>cut,value<cut	6	6	1	0.18367	0.36916	1	1	4.994	-2.04179			0.31579	0.31579	1	Inf	1	-Inf:Inf	
STARD8,USP31	3,3	NonProt	value>cut,value>cut	6	6	1	0.18214	0.368	1	1	1.46335	0.71935			0.31579	0.31579	1	Inf	1	-Inf:Inf	
KIR3DL0,STARD8	1,3	NonProt	value<cut,value>cut	6	6	1	0.18571	0.38016	1	1	2.81169	1.45991			0.31579	0.31579	1	Inf	1	-Inf:Inf	
FABP5,LTC4S	1,1	Prot	value<cut,value<cut	7	6	0.87946	0.20714	0.35795	1	1	1.99022	-0.41965			0.35	0.3	1	5.7	1	0.755:43.043	
FABP5,HEY1	1,1	Prot	value<cut,value<cut	7	6	0.90476	0.18968	0.33431	1	1	1.99102	-1.99905			0.35	0.3	1	5.7	1	0.755:43.043	
LOC702786,LTC4S	1,1	Prot	value<cut,value<cut	7	6	0.85714	0.2	0.33402	1	1	-5.0199	-0.464			0.35	0.3	1	5.7	1	0.755:43.043	
LOC701920,LOC702786	3,1	Prot	value>cut,value<cut	7	6	0.85714	0.2	0.33333	1	1	5.525	-5.0053			0.35	0.3	1	5.7	1	0.755:43.043	
LOC719667,F2RL3	1,1	Prot	value<cut,value<cut	6	6	1	0.17143	0.32164	1	1	4.13533	-3.74653			0.3	0.3	1	Inf	1	-Inf:Inf	
FABP5,HCN2	1,1	Prot	value<cut,value<cut	6	6	1	0.18288	0.34984	1	1	1.98719	-2.92644			0.3	0.3	1	Inf	1	-Inf:Inf	
DLK1,TRIM16	2,3	Prot	cut<value<cut,value>cut	6	6	0.92857	0.18294	0.31667	1	1	-1.88425	-0.21	-0.9991		0.3	0.3	1	Inf	1	-Inf:Inf	
LOC719667,LTC4S	1,1	Prot	value<cut,value<cut	7	7	1	0.18776	0.36618	1	1	4.03736	-0.44329			0.35	0.35	1	Inf	1	-Inf:Inf	
X00000053274,HEY1	3,1	Prot	value>cut,value<cut	6	6	1	0.17857	0.34284	1	1	1.57575	-2.0395			0.3	0.3	1	Inf	1	-Inf:Inf	
FABP5,X00000053274	1,3	Prot	value<cut,value>cut	6	6	1	0.18003	0.35245	1	1	1.99315	1.47295			0.3	0.3	1	Inf	1	-Inf:Inf	
X00000053274,X00000059200	3,3	Prot	value>cut,value>cut	6	6	1	0.18003	0.35899	1	1	1.42025	2.67283			0.3	0.3	1	Inf	1	-Inf:Inf	
X00000037843,LTC4S	1,1	Prot	value<cut,value<cut	7	7	1	0.1873	0.3701	1	1	2.47277	-0.42562			0.35	0.35	1	Inf	1	-Inf:Inf	
VSTM1,RBM46	1,3	Prot	value<cut,value>cut	6	6	0.97959	0.17483	0.33447	1	1	4.37486	-1.06286			0.3	0.3	1	Inf	1	-Inf:Inf	
STARD8,HCN2	2,1	Prot	cut<value<cut,value<cut	6	6	1	0.17143	0.33333	1	1	0.6779	1.4296	-2.7443		0.3	0.3	1	Inf	1	-Inf:Inf	
STARD8,LTC4S	2,1	Prot	cut<value<cut,value<cut	6	6	1	0.17857	0.35191	1	1	0.65845	1.4621	-0.46635		0.3	0.3	1	Inf	1	-Inf:Inf	
X00000037843,X00000059995	1,2	Prot	value<cut,cut<value<cut	6	6	1	0.17143	0.32456	1	1	2.4691	-0.34585	0.6708		0.3	0.3	1	Inf	1	-Inf:Inf	
KIR3DL0,TARM1	1,3	NonProt	value<cut,value>cut	7	6	0.88393	0.20476	0.36914	1	1	2.82625	2.00667			0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
TARM1,A1BG	3,1	NonProt	value>cut,value<cut	7	6	0.8801	0.20329	0.37313	1	1	2.00887	-2.02629			0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
LOC701920,CTH	1,3	NonProt	value<cut,value>cut	8	7	0.88448	0.22152	0.40614	1	1	5.25706	-0.7818			0.42105	0.36842	1	7.36842105263158	1	0.998:54.391	
DLK1,CTH	3,3	NonProt	value>cut,value>cut	7	6	0.90476	0.2	0.36492	1	1	-0.0565	-0.75163			0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
DLK1,SMIM2	3,3	NonProt	value>cut,value>cut	7	6	0.86984	0.20429	0.37034	1	1	-0.1179	1.02178			0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
LOC719667,X00000053012	3,1	NonProt	value>cut,value<cut	6	6	1	0.18492	0.37827	1	1	4.98958	2.55917			0.31579	0.31579	1	Inf	1	-Inf:Inf	
KRTAP29.1,A1BG	2,1	NonProt	cut<value<cut,value<cut	6	6	1	0.17143	0.34314	1	1	-4.94375	-1.32225	-1.9115		0.31579	0.31579	1	Inf	1	-Inf:Inf	
TMEM38A,DLK1	3,3	NonProt	value>cut,value>cut	6	6	1	0.17143	0.35294	1	1	3.2525	-0.1047			0.31579	0.31579	1	Inf	1	-Inf:Inf	
DLK1,HCN2	3,3	NonProt	value>cut,value>cut	6	6	1	0.17619	0.35662	1	1	0.0016	-2.1293			0.31579	0.31579	1	Inf	1	-Inf:Inf	
X00000053012,DLK1	1,3	NonProt	value<cut,value>cut	7	7	1	0.19184	0.39572	1	1	2.5859	0.0069			0.36842	0.36842	1	Inf	1	-Inf:Inf	
KIR3DL0,DLK1	1,3	NonProt	value<cut,value>cut	7	7	1	0.20992	0.42887	1	1	2.83325	-0.00255			0.36842	0.36842	1	Inf	1	-Inf:Inf	
VSTM1,TNNT2	3,3	NonProt	value>cut,value>cut	7	7	1	0.19444	0.4023	1	1	5.21233	-0.58397			0.36842	0.36842	1	Inf	1	-Inf:Inf	
DLK1,A1BG	3,1	NonProt	value>cut,value<cut	6	6	1	0.18367	0.37197	1	1	0.0069	-1.95493			0.31579	0.31579	1	Inf	1	-Inf:Inf	
KIR3DL0,LOC715623	1,2	NonProt	value<cut,cut<value<cut	6	6	0.92857	0.18571	0.35294	1	1	2.8565	-1.7829	-0.4805		0.31579	0.31579	1	Inf	1	-Inf:Inf	
X00000059200,THRB	1,3	NonProt	value<cut,value>cut	7	6	0.87302	0.19938	0.35993	1	1	-0.42827	-3.14161			0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
X00000053274,X00000058427	1,3	NonProt	value<cut,value>cut	8	7	0.89286	0.22766	0.42519	1	1	-0.3194	1.81881			0.42105	0.36842	1	7.36842105263158	1	0.998:54.391	
LOC701920,TARM1	1,3	NonProt	value<cut,value>cut	7	7	1	0.20802	0.42733	1	1	5.257	2.01786			0.36842	0.36842	1	Inf	1	-Inf:Inf	
THRB,LTC4S	1,1	Prot	value<cut,value<cut	7	6	0.90476	0.19048	0.33987	1	1	-4.86687	-0.464			0.35	0.3	1	5.7	1	0.755:43.043	
X00000064715,LOC702786	3,1	Prot	value>cut,value<cut	7	6	0.85714	0.2	0.32456	1	1	1.8839	-4.94355			0.35	0.3	1	5.7	1	0.755:43.043	
VSTM1,A1BG	1,3	Prot	value<cut,value>cut	8	8	0.96875	0.22857	0.43124	1	1	4.46225	-1.40897			0.4	0.4	1	Inf	1	-Inf:Inf	
VSTM1,LTC4S	1,1	Prot	value<cut,value<cut	8	7	0.9875	0.21373	0.41326	1	1	4.40335	-0.43885			0.4	0.35	1	6.65	1	0.901:49.088	
DLK1,LAMC1	2,2	Prot	cut<value<cut,cut<value<cut	6	6	1	0.18333	0.34444	1	1	-1.88425	-0.21	0.90105	1.74415	0.3	0.3	1	Inf	1	-Inf:Inf	
VSTM1,TMX2	1,3	Prot	value<cut,value>cut	6	6	1	0.17798	0.34643	1	1	4.38725	3.241			0.3	0.3	1	Inf	1	-Inf:Inf	
X00000037843,X00000060146	1,2	Prot	value<cut,cut<value<cut	6	6	1	0.17048	0.331	1	1	2.46764	-4.829	-3.0233		0.3	0.3	1	Inf	1	-Inf:Inf	
X00000053012,MYH15	3,1	Prot	value>cut,value<cut	7	6	0.87723	0.20288	0.34398	1	1	2.87128	-2.34529			0.35	0.3	1	5.7	1	0.755:43.043	
X00000064715,SDK2	3,3	Prot	value>cut,value>cut	7	6	0.85714	0.2	0.33333	1	1	1.789	0.5862			0.35	0.3	1	5.7	1	0.755:43.043	
TMX2,SDK2	3,3	Prot	value>cut,value>cut	6	6	1	0.17619	0.33819	1	1	3.2404	0.6295			0.3	0.3	1	Inf	1	-Inf:Inf	
TARM1,X00000060146	1,2	Prot	value<cut,cut<value<cut	6	6	1	0.16984	0.32876	1	1	1.2874	-4.831	-3.06483		0.3	0.3	1	Inf	1	-Inf:Inf	
X00000053012,SDK2	1,1	NonProt	value<cut,value<cut	7	6	0.88393	0.20476	0.36969	1	1	2.57417	-0.90132			0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
TARM1,HCN2	3,3	NonProt	value>cut,value>cut	7	6	0.88571	0.19317	0.34951	1	1	1.98636	-2.1643			0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
X00000053012,ZNF576	1,1	NonProt	value<cut,value<cut	7	6	0.8648	0.21134	0.37611	1	1	2.57304	3.74386			0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
X00000053274,ZNF576	1,1	NonProt	value<cut,value<cut	8	7	0.89236	0.23135	0.42759	1	1	-0.3492	3.7435			0.42105	0.36842	1	7.36842105263158	1	0.998:54.391	
KRTAP29.1,ZNF576	2,1	NonProt	cut<value<cut,value<cut	7	6	0.86071	0.20571	0.36127	1	1	-4.9835	-1.8781	3.7426		0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
LTC4S,LAMC1	2,3	NonProt	cut<value<cut,value>cut	6	6	1	0.17143	0.34559	1	1	-0.44584	0.62852	1.7817		0.31579	0.31579	1	Inf	1	-Inf:Inf	
KIR3DL0,KRTAP29.1	1,2	NonProt	value<cut,cut<value<cut	6	6	1	0.18095	0.36649	1	1	2.82625	-4.99008	-2.28808		0.31579	0.31579	1	Inf	1	-Inf:Inf	
LOC702786,A1BG	2,1	NonProt	cut<value<cut,value<cut	6	6	1	0.17143	0.34314	1	1	-4.92775	-1.59345	-1.9115		0.31579	0.31579	1	Inf	1	-Inf:Inf	
LOC701920,HCN2	1,3	NonProt	value<cut,value>cut	6	6	1	0.17143	0.34641	1	1	5.2565	-2.1035			0.31579	0.31579	1	Inf	1	-Inf:Inf	
LOC709056,ZNF576	1,1	NonProt	value<cut,value<cut	8	7	0.98611	0.21359	0.43495	1	1	-0.41563	3.742			0.42105	0.36842	1	7.36842105263158	1	0.998:54.391	
ZNF576,X00000058427	1,3	NonProt	value<cut,value>cut	6	6	1	0.17798	0.36586	1	1	3.75013	1.82162			0.31579	0.31579	1	Inf	1	-Inf:Inf	
X00000053012,A1BG	1,1	NonProt	value<cut,value<cut	6	6	0.92857	0.18571	0.35294	1	1	2.59025	-2.0635			0.31579	0.31579	1	Inf	1	-Inf:Inf	
X00000064715,ZNF576	2,1	NonProt	cut<value<cut,value<cut	6	6	1	0.17143	0.34314	1	1	-0.0597	1.8108	3.745		0.31579	0.31579	1	Inf	1	-Inf:Inf	
TMX2,HEY1	3,1	Prot	value>cut,value<cut	6	6	1	0.17024	0.32061	1	1	3.24	-2.03627			0.3	0.3	1	Inf	1	-Inf:Inf	
CFAP70,X00000059995	1,2	Prot	value<cut,cut<value<cut	7	6	0.85714	0.2	0.34314	1	1	0.014	-0.3484	0.6956		0.35	0.3	1	5.7	1	0.755:43.043	
X00000053274,MYH15	3,1	Prot	value>cut,value<cut	7	6	0.86161	0.20575	0.34951	1	1	1.48962	-2.3669			0.35	0.3	1	5.7	1	0.755:43.043	
A1BG,X00000059995	2,2	Prot	cut<value<cut,cut<value<cut	7	6	0.85714	0.2	0.33333	1	1	-1.9115	-1.4371	-0.2925	0.6708	0.35	0.3	1	5.7	1	0.755:43.043	
LOC709056,LILRB1	2,1	Prot	cut<value<cut,value<cut	7	6	0.89286	0.2	0.35191	1	1	-0.4101	0.6988	7.2935		0.35	0.3	1	5.7	1	0.755:43.043	
X00000053274,X00000060146	3,1	Prot	value>cut,value<cut	6	6	1	0.17064	0.32847	1	1	1.51545	-4.82817			0.3	0.3	1	Inf	1	-Inf:Inf	
X00000053274,LOC709056	3,2	Prot	value>cut,cut<value<cut	6	6	1	0.17857	0.35483	1	1	1.48055	-0.41854	0.72322		0.3	0.3	1	Inf	1	-Inf:Inf	
X00000037843,X00000064369	1,3	Prot	value<cut,value>cut	6	6	1	0.17944	0.35045	1	1	2.47125	3.2812			0.3	0.3	1	Inf	1	-Inf:Inf	
LTC4S,ZNF576	1,2	Prot	value<cut,cut<value<cut	6	6	1	0.17738	0.34951	1	1	-0.46008	3.741	3.94075		0.3	0.3	1	Inf	1	-Inf:Inf	
X00000053274,X00000037843	2,1	Prot	cut<value<cut,value<cut	6	6	1	0.17143	0.33402	1	1	-0.41087	1.46303	2.4711		0.3	0.3	1	Inf	1	-Inf:Inf	
X00000037843,C5H4orf45	1,1	Prot	value<cut,value<cut	6	6	1	0.17143	0.33024	1	1	2.4703	0.2062			0.3	0.3	1	Inf	1	-Inf:Inf	
X00000037843,TMEM38A	1,1	Prot	value<cut,value<cut	8	8	1	0.23357	0.45633	1	1	2.47125	2.7784			0.4	0.4	1	Inf	1	-Inf:Inf	
VSTM1,TMEM38A	1,1	Prot	value<cut,value<cut	7	6	0.98438	0.18859	0.36223	1	1	4.41756	2.77725			0.35	0.3	1	5.7	1	0.755:43.043	
X00000037843,LILRB1	1,1	Prot	value<cut,value<cut	6	6	0.96429	0.17738	0.3348	1	1	2.46772	7.27575			0.3	0.3	1	Inf	1	-Inf:Inf	
VSTM1,X00000064369	1,3	Prot	value<cut,value>cut	6	6	1	0.18095	0.35308	1	1	4.42367	3.29547			0.3	0.3	1	Inf	1	-Inf:Inf	
LAMC1,X00000058729	3,1	NonProt	value>cut,value<cut	7	6	0.85714	0.2	0.34314	1	1	1.787	-4.49835			0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
X00000053274,TRIM16	1,2	NonProt	value<cut,cut<value<cut	7	6	0.85714	0.2	0.35294	1	1	-0.3996	-1.7125	-1.0518		0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
A1BG,HCN2	1,3	NonProt	value<cut,value>cut	7	6	0.88929	0.2	0.36127	1	1	-1.9115	-2.12812			0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
X00000053274,KRTAP29.1	1,2	NonProt	value<cut,cut<value<cut	6	6	0.92857	0.18571	0.34314	1	1	-0.4787	-5.0165	-4.5985		0.31579	0.31579	1	Inf	1	-Inf:Inf	
KIR3DL0,HCN2	1,3	NonProt	value<cut,value>cut	8	7	0.89683	0.21526	0.39883	1	1	2.82711	-2.15033			0.42105	0.36842	1	7.36842105263158	1	0.998:54.391	
LOC702786,HCN2	2,3	NonProt	cut<value<cut,value>cut	6	6	1	0.17075	0.35399	1	1	-4.97427	-1.5147	-2.15971		0.31579	0.31579	1	Inf	1	-Inf:Inf	
SDK2,ZNF576	2,1	NonProt	cut<value<cut,value<cut	6	6	1	0.17143	0.34865	1	1	-0.83147	0.62455	3.741		0.31579	0.31579	1	Inf	1	-Inf:Inf	
TNNT2,A1BG	3,1	NonProt	value>cut,value<cut	6	6	1	0.17143	0.34314	1	1	-0.4817	-1.9115			0.31579	0.31579	1	Inf	1	-Inf:Inf	
THRB,X00000064369	1,3	Prot	value<cut,value>cut	6	6	0.92857	0.18571	0.33333	1	1	-4.88715	3.2287			0.3	0.3	1	Inf	1	-Inf:Inf	
VSTM1,SDK2	1,3	Prot	value<cut,value>cut	7	6	0.90476	0.2	0.35157	1	1	4.50083	0.56357			0.35	0.3	1	5.7	1	0.755:43.043	
VSTM1,TNNT2	1,1	Prot	value<cut,value<cut	6	6	1	0.17075	0.33167	1	1	4.37486	-2.40709			0.3	0.3	1	Inf	1	-Inf:Inf	
TNNT2,X00000060253	1,3	Prot	value<cut,value>cut	6	6	0.92857	0.18571	0.34314	1	1	-2.3553	2.0577			0.3	0.3	1	Inf	1	-Inf:Inf	
X00000064715,TMX2	3,3	Prot	value>cut,value>cut	6	6	1	0.17143	0.33333	1	1	1.789	3.24			0.3	0.3	1	Inf	1	-Inf:Inf	
X00000064715,TARM1	3,1	Prot	value>cut,value<cut	6	6	1	0.18288	0.35427	1	1	1.92504	1.34364			0.3	0.3	1	Inf	1	-Inf:Inf	
RBM46,LOC701920	3,2	Prot	value>cut,cut<value<cut	7	6	0.85714	0.2	0.33333	1	1	-1.2248	5.2565	5.525		0.35	0.3	1	5.7	1	0.755:43.043	
LOC709056,X00000060253	2,3	Prot	cut<value<cut,value>cut	6	6	1	0.17143	0.33767	1	1	-0.41346	0.73466	2.05994		0.3	0.3	1	Inf	1	-Inf:Inf	
KIR3DL0,MAOA	1,2	NonProt	value<cut,cut<value<cut	7	6	0.83036	0.20556	0.35907	1	1	2.83575	0.23578	0.67792		0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
X00000064715,X00000053012	2,1	NonProt	cut<value<cut,value<cut	6	6	1	0.17143	0.35294	1	1	-0.0597	1.789	2.5668		0.31579	0.31579	1	Inf	1	-Inf:Inf	
X00000053012,X00000059995	1,1	NonProt	value<cut,value<cut	6	6	1	0.17551	0.35662	1	1	2.57397	-0.40484			0.31579	0.31579	1	Inf	1	-Inf:Inf	
KIR3DL0,X00000053012	1,1	NonProt	value<cut,value<cut	6	6	1	0.17143	0.34314	1	1	2.9035	2.5668			0.31579	0.31579	1	Inf	1	-Inf:Inf	
X00000064715,LILRB1	2,3	NonProt	cut<value<cut,value>cut	6	6	1	0.17143	0.33987	1	1	-0.0597	1.81807	7.7935		0.31579	0.31579	1	Inf	1	-Inf:Inf	
MYH15,ZNF576	2,1	NonProt	cut<value<cut,value<cut	8	6	0.86508	0.21429	0.37643	1	1	-2.30368	-1.4718	3.743		0.42105	0.31579	1	3.15789473684211	1	0.725:13.762	
ZNF576,X00000059995	1,1	NonProt	value<cut,value<cut	7	6	0.85714	0.2	0.36397	1	1	3.741	-0.34585			0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
X00000037843,LOC702786	3,2	NonProt	value>cut,cut<value<cut	7	6	0.85714	0.2	0.35294	1	1	2.7623	-5.0053	-3.38		0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
LOC709056,X00000059995	1,1	NonProt	value<cut,value<cut	6	6	1	0.17143	0.35294	1	1	-0.4557	-0.2925			0.31579	0.31579	1	Inf	1	-Inf:Inf	
VSTM1,LOC702786	3,2	NonProt	value>cut,cut<value<cut	7	7	1	0.19651	0.40445	1	1	5.2022	-4.97515	-1.47316		0.36842	0.36842	1	Inf	1	-Inf:Inf	
LOC719667,LOC702786	3,2	NonProt	value>cut,cut<value<cut	6	6	1	0.17143	0.35355	1	1	4.98125	-4.92238	-0.9839		0.31579	0.31579	1	Inf	1	-Inf:Inf	
LOC709056,LOC702786	1,2	NonProt	value<cut,cut<value<cut	8	8	1	0.21542	0.44351	1	1	-0.41733	-4.96669	-1.5147		0.42105	0.42105	1	Inf	1	-Inf:Inf	
TMEM38A,LAMC1	2,3	NonProt	cut<value<cut,value>cut	6	6	1	0.17857	0.36254	1	1	2.77038	3.21813	1.80805		0.31579	0.31579	1	Inf	1	-Inf:Inf	
THRB,X00000058729	3,1	NonProt	value>cut,value<cut	6	6	0.92857	0.18571	0.34314	1	1	-3.20135	-4.49835			0.31579	0.31579	1	Inf	1	-Inf:Inf	
TMX2,KRTAP29.1	1,2	NonProt	value<cut,cut<value<cut	8	6	0.86607	0.21429	0.37725	1	1	2.88625	-5.0165	-3.65362		0.42105	0.31579	1	3.15789473684211	1	0.725:13.762	
THRB,X00000064369	3,1	NonProt	value>cut,value<cut	7	7	0.96875	0.20992	0.41656	1	1	-3.12966	2.57726			0.36842	0.36842	1	Inf	1	-Inf:Inf	
TNNT2,F2RL3	3,3	NonProt	value>cut,value>cut	6	6	1	0.17619	0.36961	1	1	-0.60528	-1.91258			0.31579	0.31579	1	Inf	1	-Inf:Inf	
TNNT2,SDK2	3,1	NonProt	value>cut,value<cut	6	6	1	0.17143	0.34314	1	1	-0.52218	-0.85385			0.31579	0.31579	1	Inf	1	-Inf:Inf	
F2RL3,X00000059995	3,1	NonProt	value>cut,value<cut	6	6	1	0.17064	0.3607	1	1	-1.91617	-0.3979			0.31579	0.31579	1	Inf	1	-Inf:Inf	
