features	levels	decision	supportLHS	supportRHS	accuracyRHS	coverageLHS	coverageRHS	cuts	cut1	cut2	cut3	pValue	riskRatio	pValueRiskRatio	confIntRiskRatio	supportSetLHS	supportSetRHS	cut4	stabilityLHS	stabilityRHS	supportRatioLHS	supportRatioRHS	cut5
CFAP70,A1BG	3,1	NonProt	6	6	1	0.16905	0.35417	value>cut,value<cut	2.25975	-2.00925		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
X00000053274,X00000059200	1,1	NonProt	6	6	1	0.17937	0.36574	value<cut,value<cut	-0.45233	-0.4353		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
KIR3DL0,HCN2	1,3	NonProt	7	7	0.95238	0.20767	0.41149	value<cut,value>cut	2.91917	-2.152		1	Inf	1	-Inf:Inf				1	1	0.36842	0.36842	
VSTM1,CBS	1,3	Prot	6	6	1	0.17143	0.35294	value<cut,value>cut	4.474	-0.0623		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000037843,X00000059200	1,3	Prot	6	6	1	0.17048	0.32708	value<cut,value>cut	2.46836	2.82986		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
FABP5,X00000037843	2,1	Prot	6	6	1	0.17064	0.33173	cut<value<cut,value<cut	1.99295	2.45695	2.47008	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
RBM46,USP31	3,1	Prot	6	6	1	0.17857	0.36274	value>cut,value<cut	-1.02085	0.12612		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
USP31,X00000058427	1,1	Prot	6	6	1	0.17143	0.35294	value<cut,value<cut	0.1535	1.211		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
TNNT2,X00000058427	1,1	Prot	6	6	1	0.17143	0.35294	value<cut,value<cut	-2.4322	1.211		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000064313,C5H4orf45	3,1	Prot	6	6	1	0.17143	0.35294	value>cut,value<cut	-0.96	0.5411		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000037843,LOC719667	3,3	NonProt	6	6	1	0.17143	0.33333	value>cut,value>cut	2.7269	5.033		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
TARM1,LILRB1	3,3	NonProt	6	6	1	0.16905	0.35417	value>cut,value>cut	1.93465	7.702		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
LOC719667,CFAP70	3,3	NonProt	6	6	1	0.17143	0.33987	value>cut,value>cut	5.003	2.34737		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
VSTM1,LTC4S	3,3	NonProt	7	7	1	0.2	0.38889	value>cut,value>cut	5.2235	0.5971		1	Inf	1	-Inf:Inf				1	1	0.36842	0.36842	
LOC719667,X00000056965	3,1	NonProt	6	6	1	0.17024	0.34865	value>cut,value<cut	5.00238	-3.4486		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
LOC719667,VSTM1	3,3	NonProt	6	6	1	0.17048	0.35392	value>cut,value>cut	4.9905	5.2033		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
X00000037843,LAMC1	3,3	NonProt	6	6	1	0.16905	0.35417	value>cut,value>cut	2.7269	1.78625		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
X00000037843,X00000059995	3,1	NonProt	6	6	1	0.17143	0.33333	value>cut,value<cut	2.7269	-0.4414		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
LOC709056,A1BG	1,2	NonProt	6	6	1	0.17064	0.34681	value<cut,cut<value<cut	-0.41093	-1.99475	-1.4275	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
FABP5,TMX2	3,1	NonProt	6	6	1	0.17143	0.34167	value>cut,value<cut	2.46534	2.8516		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
LOC701920,ESR1	1,1	NonProt	6	6	1	0.17143	0.35	value<cut,value<cut	5.2571	0.56184		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
X00000037843,STARD8	3,3	NonProt	7	7	1	0.19048	0.38984	value>cut,value>cut	2.9142	1.4746		1	Inf	1	-Inf:Inf				1	1	0.36842	0.36842	
X00000059200,TMX2	1,1	NonProt	6	6	1	0.17143	0.35417	value<cut,value<cut	-0.4139	2.857		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
X00000037843,LILRB1	3,3	NonProt	7	6	0.92857	0.19722	0.38194	value>cut,value>cut	2.7269	7.702		1	6.31578947368421	1	0.836:47.694				1	1	0.36842	0.31579	
X00000059200,LAMC1	1,3	NonProt	6	6	1	0.17857	0.37296	value<cut,value>cut	-0.41565	1.76985		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
X00000053274,X00000059995	1,1	NonProt	6	6	1	0.16984	0.34722	value<cut,value<cut	-0.45233	-0.42903		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
USP31,X00000064369	1,3	Prot	7	7	1	0.18746	0.36388	value<cut,value>cut	0.08538	3.30648		1	Inf	1	-Inf:Inf				1	1	0.35	0.35	
TARM1,A1BG	1,3	Prot	6	6	1	0.17143	0.34314	value<cut,value>cut	1.38175	-1.3534		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000037843,TMX2	1,2	Prot	6	6	1	0.17143	0.33333	value<cut,cut<value<cut	2.4673	2.857	3.24	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000064715,X00000059995	3,3	Prot	6	6	1	0.17143	0.33333	value>cut,value>cut	1.9788	0.6267		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
TMX2,THRB	1,3	NonProt	6	6	1	0.17143	0.35294	value<cut,value>cut	2.857	-3.1655		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
LOC702786,C5H4orf45	2,3	NonProt	6	6	1	0.17143	0.35294	cut<value<cut,value>cut	-4.9522	-0.9418	1.5752	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
FABP5,TNNT2	1,1	Prot	7	7	1	0.2	0.38889	value<cut,value<cut	1.991	-2.361		1	Inf	1	-Inf:Inf				1	1	0.35	0.35	
FABP5,X00000053012	1,3	Prot	6	6	1	0.18003	0.35279	value<cut,value>cut	1.99315	2.86568		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
FABP5,C5H4orf45	1,1	Prot	6	6	1	0.16905	0.31667	value<cut,value<cut	1.99485	0.1148		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
FABP5,CFAP70	1,2	Prot	6	6	1	0.16984	0.31637	value<cut,cut<value<cut	1.99187	0.1011	2.23473	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
TNNT2,X00000064369	1,3	Prot	6	6	1	0.17143	0.33333	value<cut,value>cut	-2.3553	3.29885		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
DLK1,LTC4S	1,1	Prot	6	6	1	0.17143	0.33333	value<cut,value<cut	-1.9567	-0.2908		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
SDK2,X00000059995	3,3	Prot	6	6	1	0.16905	0.31667	value>cut,value>cut	0.74735	0.6383		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000053274,LOC715623	1,1	NonProt	6	6	1	0.16905	0.36397	value<cut,value<cut	-0.32145	-1.80225		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
ZNF576,X00000056965	1,1	NonProt	6	6	1	0.16984	0.36765	value<cut,value<cut	3.741	-3.42927		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
TMX2,CFAP70	1,3	NonProt	6	6	1	0.17143	0.34314	value<cut,value>cut	2.857	2.173		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
X00000064313,KRTAP29.1	1,2	NonProt	6	6	1	0.17143	0.36397	value<cut,cut<value<cut	-2.6169	-5.01225	-1.204	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
LILRB1,LOC702786	3,2	NonProt	6	6	1	0.17143	0.36397	value>cut,cut<value<cut	7.73062	-4.95335	-0.63298	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
FABP5,ZNF576	3,1	NonProt	6	6	1	0.18016	0.37071	value>cut,value<cut	2.46235	3.74567		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
X00000053012,TRIM16	1,1	NonProt	6	6	1	0.17143	0.35294	value<cut,value<cut	2.6072	-1.628		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
LOC702786,CTH	2,3	NonProt	6	6	1	0.18571	0.37255	cut<value<cut,value>cut	-4.98755	-1.64365	-0.6032	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
LOC715623,X00000064369	1,1	NonProt	6	6	1	0.16905	0.36397	value<cut,value<cut	-1.80225	2.57635		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
FABP5,LAMC1	3,3	NonProt	6	6	1	0.17526	0.36091	value>cut,value>cut	2.44657	1.79333		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
X00000060253,LAMC1	3,1	Prot	6	6	1	0.17143	0.33333	value>cut,value<cut	2.0932	0.9754		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
VSTM1,F2RL3	1,1	Prot	6	6	1	0.18571	0.3609	value<cut,value<cut	4.32938	-3.62197		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
FABP5,LTC4S	1,1	Prot	7	7	1	0.2	0.38889	value<cut,value<cut	1.991	-0.2908		1	Inf	1	-Inf:Inf				1	1	0.35	0.35	
VSTM1,ZNF576	1,3	Prot	6	6	1	0.17143	0.33402	value<cut,value>cut	4.3465	3.945		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
VSTM1,LOC702786	1,3	Prot	6	6	1	0.16905	0.31667	value<cut,value>cut	4.31225	-0.9418		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
VSTM1,KRTAP29.1	1,3	Prot	6	6	1	0.17143	0.33333	value<cut,value>cut	4.3465	-1.3285		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
VSTM1,TNNT2	1,1	Prot	6	6	1	0.17143	0.33385	value<cut,value<cut	4.32938	-2.41023		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
VSTM1,RBM46	1,3	Prot	6	6	1	0.17064	0.33139	value<cut,value>cut	4.32367	-1.03192		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
TNNT2,LOC709056	1,2	Prot	7	7	1	0.19048	0.37008	value<cut,cut<value<cut	-2.4029	-0.36277	0.79077	1	Inf	1	-Inf:Inf				1	1	0.35	0.35	
THRB,LAMC1	1,1	Prot	6	6	1	0.17143	0.33333	value<cut,value<cut	-4.8763	0.9754		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
LOC719667,USP31	2,1	Prot	6	6	1	0.17143	0.34641	cut<value<cut,value<cut	4.04733	4.987	0.117	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000053274,LOC709056	3,2	Prot	6	6	1	0.18095	0.35873	value>cut,cut<value<cut	1.53008	-0.41093	0.73673	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000053274,HEY1	3,1	Prot	6	6	1	0.17143	0.32456	value>cut,value<cut	1.66145	-2.0395		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
STARD8,SDK2	1,3	Prot	6	6	1	0.17143	0.33333	value<cut,value>cut	0.6779	0.7789		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
TNNT2,RBM46	1,3	Prot	6	6	1	0.17143	0.34314	value<cut,value>cut	-2.3966	-0.9358		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
USP31,LAMC1	1,2	Prot	6	6	1	0.17143	0.32164	value<cut,cut<value<cut	0.0609	0.94073	1.83707	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
ESR1,USP31	3,1	Prot	6	6	1	0.16984	0.31637	value>cut,value<cut	1.04957	0.0609		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
F2RL3,DLK1	3,3	NonProt	6	6	1	0.17143	0.34641	value>cut,value>cut	-1.67753	0.0257		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
DLK1,LOC702786	3,2	NonProt	6	6	1	0.17143	0.35294	value>cut,cut<value<cut	-0.1551	-4.9522	-0.9418	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
X00000064715,LOC702786	2,2	NonProt	6	6	1	0.17857	0.35703	cut<value<cut,cut<value<cut	0.0895	1.93218	-4.94438	1	Inf	1	-Inf:Inf			-0.72527	1	1	0.31579	0.31579	
X00000053012,LTC4S	3,1	Prot	6	6	1	0.17143	0.33875	value>cut,value<cut	2.87615	-0.40035		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
TNNT2,X00000053012	1,3	Prot	6	6	1	0.17143	0.33333	value<cut,value>cut	-2.361	2.8896		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000053274,USP31	3,1	Prot	6	6	1	0.17143	0.33987	value>cut,value<cut	1.5977	0.18393		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
ESR1,X00000060253	1,1	NonProt	6	6	1	0.17143	0.35294	value<cut,value<cut	0.5914	1.1219		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
SMIM2,HCN2	3,3	NonProt	6	6	1	0.17143	0.35294	value>cut,value>cut	0.9118	-2.0401		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
LAMC1,HEY1	1,1	Prot	6	6	1	0.17143	0.33333	value<cut,value<cut	0.9754	-2.02		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
VSTM1,LTC4S	1,1	Prot	8	8	1	0.21359	0.41649	value<cut,value<cut	4.37562	-0.44744		1	Inf	1	-Inf:Inf				1	1	0.4	0.4	
LOC709056,TRIM16	1,1	NonProt	6	6	1	0.17143	0.34314	value<cut,value<cut	-0.3788	-1.67025		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
TARM1,DLK1	3,3	NonProt	7	7	1	0.19512	0.40733	value>cut,value>cut	2.00887	-0.03056		1	Inf	1	-Inf:Inf				1	1	0.36842	0.36842	
DLK1,KRTAP29.1	3,2	NonProt	6	6	1	0.17143	0.35294	value>cut,cut<value<cut	-0.1551	-4.997	-1.3285	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
TARM1,CTH	3,3	NonProt	6	6	1	0.1791	0.37459	value>cut,value>cut	1.96913	-0.83213		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
X00000053012,X00000059995	1,1	NonProt	6	6	1	0.18095	0.37459	value<cut,value<cut	2.5659	-0.43217		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
LILRB1,KRTAP29.1	3,2	NonProt	6	6	1	0.17075	0.35679	value>cut,cut<value<cut	7.74579	-4.98607	-0.2805	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
KRTAP29.1,SMIM2	2,3	NonProt	6	6	1	0.17143	0.35294	cut<value<cut,value>cut	-4.997	-1.3285	0.9118	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
KRTAP29.1,TRIM16	2,1	NonProt	7	7	1	0.2	0.41176	cut<value<cut,value<cut	-4.997	-1.3285	-1.628	1	Inf	1	-Inf:Inf				1	1	0.36842	0.36842	
LOC709056,TMX2	1,1	NonProt	6	6	1	0.18452	0.38215	value<cut,value<cut	-0.42115	2.8775		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
LOC709056,SMIM2	1,3	NonProt	6	6	1	0.16905	0.36397	value<cut,value>cut	-0.4153	0.9118		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
FABP5,DLK1	1,1	Prot	6	6	1	0.17143	0.33987	value<cut,value<cut	1.99187	-1.884		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
THRB,HCN2	1,2	Prot	6	6	1	0.17143	0.33333	value<cut,cut<value<cut	-4.8763	-3.1067	-2.0401	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000053012,X00000059995	2,3	Prot	6	6	1	0.17143	0.33333	cut<value<cut,value>cut	2.6072	2.8896	0.6267	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000059200,X00000064369	1,1	NonProt	6	6	1	0.17024	0.35907	value<cut,value<cut	-0.4184	2.59397		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
LOC702786,SMIM2	2,3	NonProt	6	6	1	0.17143	0.35294	cut<value<cut,value>cut	-4.9522	-0.9418	0.9118	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
FABP5,SDK2	3,2	NonProt	6	6	1	0.17143	0.35376	value>cut,cut<value<cut	2.47813	-0.96123	0.61047	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
TMX2,LOC701920	1,1	NonProt	6	6	1	0.18571	0.37091	value<cut,value<cut	2.85025	5.27		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
X00000064715,USP31	3,1	Prot	7	7	1	0.19512	0.37604	value>cut,value<cut	1.96729	0.08607		1	Inf	1	-Inf:Inf				1	1	0.35	0.35	
X00000037843,HCN2	1,2	Prot	6	6	1	0.16984	0.31637	value<cut,cut<value<cut	2.46407	-3.0387	-2.1321	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
THRB,X00000058729	1,3	Prot	6	6	1	0.17143	0.31579	value<cut,value>cut	-4.8418	-2.5992		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
KIR3DL0,X00000058729	2,3	Prot	7	7	1	0.2	0.36842	cut<value<cut,value>cut	2.778	3.634	-2.5992	1	Inf	1	-Inf:Inf				1	1	0.35	0.35	
LOC715623,SDK2	3,3	Prot	6	6	1	0.17143	0.31579	value>cut,value>cut	-0.5711	0.4804		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
F2RL3,THRB	3,3	NonProt	6	6	1	0.16905	0.375	value>cut,value>cut	-1.9713	-3.20485		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
F2RL3,SMIM2	3,2	NonProt	6	6	1	0.17143	0.375	value>cut,cut<value<cut	-1.9341	-0.2444	1.101	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
CBS,X00000053012	3,2	Prot	6	6	1	0.17143	0.31579	value>cut,cut<value<cut	0.0807	2.5668	2.8597	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
LOC701920,MYH15	2,1	Prot	6	6	1	0.18571	0.3421	cut<value<cut,value<cut	5.2505	5.5265	-2.3565	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000053012,ZNF576	2,2	Prot	7	7	1	0.20767	0.39427	cut<value<cut,cut<value<cut	2.5659	2.8597	3.741	1	Inf	1	-Inf:Inf			3.9385	1	1	0.35	0.35	
LOC719667,F2RL3	1,1	Prot	6	6	1	0.17143	0.31579	value<cut,value<cut	4.10025	-3.86505		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
LAMC1,X00000056965	2,2	Prot	7	7	1	0.2	0.36842	cut<value<cut,cut<value<cut	0.9234	1.8291	-3.4706	1	Inf	1	-Inf:Inf			-1.9257	1	1	0.35	0.35	
LOC709056,C5H4orf45	2,1	Prot	6	6	1	0.17143	0.33437	cut<value<cut,value<cut	-0.3905	0.74765	0.1759	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
KRTAP29.1,C5H4orf45	3,1	Prot	6	6	1	0.17143	0.31579	value>cut,value<cut	1.954	0.1759		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
C5H4orf45,SDK2	1,3	Prot	7	7	1	0.2	0.36842	value<cut,value>cut	0.1759	0.4804		1	Inf	1	-Inf:Inf				1	1	0.35	0.35	
X00000053012,SDK2	3,3	Prot	6	6	1	0.17143	0.31579	value>cut,value>cut	2.8597	0.4804		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000064369,ZNF576	1,1	NonProt	6	6	1	0.16984	0.375	value<cut,value<cut	2.5624	3.741		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
X00000053274,SDK2	2,3	Prot	6	6	1	0.17143	0.31579	cut<value<cut,value>cut	-0.2752	1.7252	0.4804	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
SMIM2,X00000059995	1,2	Prot	6	6	1	0.17143	0.33437	value<cut,cut<value<cut	-0.26205	-0.40175	0.6956	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
TMX2,ESR1	2,3	Prot	6	6	1	0.17143	0.31579	cut<value<cut,value>cut	2.857	3.24	1.0667	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
STARD8,TMX2	2,2	Prot	6	6	1	0.18571	0.36068	cut<value<cut,cut<value<cut	0.6776	1.48085	2.85025	1	Inf	1	-Inf:Inf			3.22825	1	1	0.3	0.3	
DLK1,ZNF576	2,2	Prot	7	7	1	0.19889	0.3895	cut<value<cut,cut<value<cut	-1.85644	-0.0195	3.7466	1	Inf	1	-Inf:Inf			3.9411	1	1	0.35	0.35	
TMX2,X00000059995	2,2	Prot	6	6	1	0.17143	0.32456	cut<value<cut,cut<value<cut	2.8775	3.2415	-0.3992	1	Inf	1	-Inf:Inf			0.6956	1	1	0.3	0.3	
LTC4S,ZNF576	1,2	Prot	6	6	1	0.17143	0.33437	value<cut,cut<value<cut	-0.4734	3.741	3.9385	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
TARM1,TRIM16	1,3	Prot	6	6	1	0.17143	0.31579	value<cut,value>cut	1.369	-0.9464		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
A1BG,ZNF576	3,2	Prot	6	6	1	0.17143	0.31579	value>cut,cut<value<cut	-1.492	3.741	3.9385	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
LOC719667,X00000059995	2,2	Prot	6	6	1	0.17143	0.31579	cut<value<cut,cut<value<cut	4.2055	4.964	-0.3992	1	Inf	1	-Inf:Inf			0.6708	1	1	0.3	0.3	
RBM46,X00000064369	3,3	Prot	6	6	1	0.17143	0.31579	value>cut,value>cut	-1.1459	3.369		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
C5H4orf45,SMIM2	1,1	Prot	7	7	1	0.2	0.36842	value<cut,value<cut	0.1759	-0.2444		1	Inf	1	-Inf:Inf				1	1	0.35	0.35	
VSTM1,X00000058729	1,3	Prot	6	6	1	0.17143	0.31579	value<cut,value>cut	4.474	-2.5992		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
VSTM1,C5H4orf45	1,1	Prot	7	7	1	0.2	0.36842	value<cut,value<cut	4.474	0.1759		1	Inf	1	-Inf:Inf				1	1	0.35	0.35	
SMIM2,X00000058729	1,3	Prot	6	6	1	0.17143	0.31579	value<cut,value>cut	-0.2444	-2.5992		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
STARD8,X00000058729	2,3	Prot	6	6	1	0.17143	0.31579	cut<value<cut,value>cut	0.6394	1.4671	-2.5992	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000058729,X00000058427	3,1	Prot	6	6	1	0.17143	0.31579	value>cut,value<cut	-2.436	1.2264		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
LOC715623,X00000058729	3,3	Prot	7	7	1	0.2	0.36842	value>cut,value>cut	-0.5711	-2.5992		1	Inf	1	-Inf:Inf				1	1	0.35	0.35	
LOC715623,C5H4orf45	3,1	Prot	6	6	1	0.17143	0.33402	value>cut,value<cut	-0.5987	0.2264		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
LOC709056,ESR1	2,3	Prot	7	7	1	0.19147	0.36506	cut<value<cut,value>cut	-0.427	0.6909	1.06058	1	Inf	1	-Inf:Inf				1	1	0.35	0.35	
LOC701920,SDK2	3,3	Prot	6	6	1	0.17143	0.31579	value>cut,value>cut	5.486	0.4804		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
LOC114669850,SDK2	3,3	Prot	6	6	1	0.17143	0.31579	value>cut,value>cut	1.5684	0.4804		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
LOC701920,LOC715623	3,3	Prot	6	6	1	0.17143	0.31579	value>cut,value>cut	5.486	-0.5711		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000053012,HCN2	3,1	Prot	6	6	1	0.1754	0.34154	value>cut,value<cut	2.86568	-2.93347		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
LOC702786,MYH15	3,1	Prot	6	6	1	0.17937	0.32807	value>cut,value<cut	-0.90833	-2.37037		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
KRTAP29.1,X00000058729	3,3	Prot	6	6	1	0.17143	0.31579	value>cut,value>cut	1.954	-2.5992		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
RBM46,SMIM2	3,1	Prot	7	7	1	0.2	0.36842	value>cut,value<cut	-1.1459	-0.2444		1	Inf	1	-Inf:Inf				1	1	0.35	0.35	
X00000053274,X00000058729	2,3	Prot	6	6	1	0.17143	0.31579	cut<value<cut,value>cut	-0.2752	1.7252	-2.5992	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000037843,DLK1	3,3	NonProt	6	6	1	0.17143	0.375	value>cut,value>cut	2.999	-0.1047		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
LILRB1,DLK1	3,3	NonProt	6	6	1	0.17143	0.36397	value>cut,value>cut	7.702	-0.0072		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
X00000037843,F2RL3	3,3	NonProt	6	6	1	0.16984	0.375	value>cut,value>cut	2.9083	-1.9589		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
USP31,X00000056965	1,2	Prot	6	6	1	0.17937	0.34045	value<cut,cut<value<cut	0.0872	-3.4706	-2.0626	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
TNNT2,DLK1	1,1	Prot	6	6	1	0.17143	0.32817	value<cut,value<cut	-2.47613	-1.8596		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
STARD8,X00000064369	2,3	Prot	6	6	1	0.17143	0.31579	cut<value<cut,value>cut	0.6394	1.48085	3.3515	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000064715,X00000056965	3,2	Prot	6	6	1	0.17143	0.31579	value>cut,cut<value<cut	1.9788	-3.4706	-1.9257	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
TARM1,THRB	3,3	NonProt	6	6	1	0.16984	0.36111	value>cut,value>cut	2.0335	-3.19173		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
SDK2,X00000058427	2,3	NonProt	6	6	1	0.17143	0.375	cut<value<cut,value>cut	-1.1013	0.4804	1.8342	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
FABP5,X00000064715	3,1	NonProt	6	6	1	0.17143	0.35417	value>cut,value<cut	2.415	-0.0845		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
VSTM1,LOC709056	1,2	Prot	6	6	1	0.17024	0.32552	value<cut,cut<value<cut	4.34412	-0.427	0.6909	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
TARM1,X00000060146	1,2	Prot	6	6	1	0.17143	0.33437	value<cut,cut<value<cut	1.369	-4.82775	-3.17825	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000064715,CFAP70	3,2	Prot	7	7	1	0.2	0.36842	value>cut,cut<value<cut	1.9788	0.0876	2.3348	1	Inf	1	-Inf:Inf				1	1	0.35	0.35	
VSTM1,X00000064715	1,3	Prot	6	6	1	0.17143	0.32164	value<cut,value>cut	4.389	2.0494		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
TMX2,F2RL3	3,1	Prot	6	6	1	0.17064	0.32847	value>cut,value<cut	3.23708	-3.94278		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
